ServerName,FQDN,Status,Name,StartName,StartMode,
CFSBECKSQL01,CFSBECKSQL01.adcfs.capita.co.uk,Online,SQLAgent$SECURITY,ADCFS\svcSQL,Auto,"sc \\CFSBECKSQL01.adcfs.capita.co.uk start ""SQLAgent$SECURITY"""
CFSBECKSQL01,CFSBECKSQL01.adcfs.capita.co.uk,Online,SQLBrowser,ADCFS\svcSQL,Auto,"sc \\CFSBECKSQL01.adcfs.capita.co.uk start ""SQLBrowser"""
CFSBECKSQL01,CFSBECKSQL01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,ADCFS\svcSQL,Auto,"sc \\CFSBECKSQL01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
CFSBECKUVSCHED,CFSBECKUVSCHED.adcfs.capita.co.uk,Online,AuraCommService,adcfs\svcuvsched,Auto,"sc \\CFSBECKUVSCHED.adcfs.capita.co.uk start ""AuraCommService"""
CFSBECKUVSCHED,CFSBECKUVSCHED.adcfs.capita.co.uk,Online,GPH_BloombergService,svcUVSched@adcfs.capita.co.uk,Auto,"sc \\CFSBECKUVSCHED.adcfs.capita.co.uk start ""GPH_BloombergService"""
CFSBECKUVSCHED,CFSBECKUVSCHED.adcfs.capita.co.uk,Online,GPH_CharlesRiverService,svcUVSched@adcfs.capita.co.uk,Auto,"sc \\CFSBECKUVSCHED.adcfs.capita.co.uk start ""GPH_CharlesRiverService"""
CFSBECKUVSCHED,CFSBECKUVSCHED.adcfs.capita.co.uk,Online,GPH_DataIntegrationService,svcUVSched@adcfs.capita.co.uk,Auto,"sc \\CFSBECKUVSCHED.adcfs.capita.co.uk start ""GPH_DataIntegrationService"""
CFSBECKUVSCHED,CFSBECKUVSCHED.adcfs.capita.co.uk,Online,UVSchedulerService,ADCFS\svcuvsched,Auto,"sc \\CFSBECKUVSCHED.adcfs.capita.co.uk start ""UVSchedulerService"""
CFSBFTCTXBECK01,CFSBFTCTXBECK01.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK01.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK02,CFSBFTCTXBECK02.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK02.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK02,CFSBFTCTXBECK02.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK02.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK03,CFSBFTCTXBECK03.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK03.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK03,CFSBFTCTXBECK03.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK03.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK04,CFSBFTCTXBECK04.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK04.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK04,CFSBFTCTXBECK04.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK04.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK05,CFSBFTCTXBECK05.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK05.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK05,CFSBFTCTXBECK05.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK05.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK06,CFSBFTCTXBECK06.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK06.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK06,CFSBFTCTXBECK06.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK06.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK07,CFSBFTCTXBECK07.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK07.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK08,CFSBFTCTXBECK08.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK08.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK08,CFSBFTCTXBECK08.adcfs.capita.co.uk,Online,CitrixICAFileSigningService,.\CitrixICASigner,Disabled,
CFSBFTCTXBECK08,CFSBFTCTXBECK08.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK08.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK09,CFSBFTCTXBECK09.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK09.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK09,CFSBFTCTXBECK09.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK09.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK10,CFSBFTCTXBECK10.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK10.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK10,CFSBFTCTXBECK10.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK10.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK11,CFSBFTCTXBECK11.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK11.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK11,CFSBFTCTXBECK11.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK11.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTCTXBECK12,CFSBFTCTXBECK12.adcfs.capita.co.uk,Online,Citrix SMA Service,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK12.adcfs.capita.co.uk start ""Citrix SMA Service"""
CFSBFTCTXBECK12,CFSBFTCTXBECK12.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSBFTCTXBECK12.adcfs.capita.co.uk start ""cpsvc"""
CFSBFTSWORD01,CFSBFTSWORD01.adcfs.capita.co.uk,Online,MSSQLSERVER,SRVBftSQL@adcfs.capita.co.uk,Auto,"sc \\CFSBFTSWORD01.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSBFTSWORD01,CFSBFTSWORD01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,adcfs\srvbftsql,Auto,"sc \\CFSBFTSWORD01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
CFSBFTSWORDDR,CFSBFTSWORDDR.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\srvbftsql,Auto,"sc \\CFSBFTSWORDDR.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSBFTSWORDDR,CFSBFTSWORDDR.adcfs.capita.co.uk,Online,SQLSERVERAGENT,ADCFS\srvbftsql,Manual,
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,ADCFS\svcBackupExec,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,ADCFS\svcBackupExec,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,BackupExecJobEngine,ADCFS\svcBackupExec,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,BackupExecRPCService,ADCFS\svcBackupExec,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,coveran,ADCFS\TFSSERVICE,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""coveran"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,ETF File Shifter - System Test,ADCFS\svc_ETF_SIT,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""ETF File Shifter - System Test"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,SPTimer,ADCFS\TFSSERVICE,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""SPTimer"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,SPTimerV3,adcfs\tfsservice,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""SPTimerV3"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,TfsBuildLab,adcfs\tfsservice,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""TfsBuildLab"""
CFSBRIDEV1,CFSBRIDEV1.adcfs.capita.co.uk,Online,TFSServerScheduler,ADCFS\TFSSERVICE,Auto,"sc \\CFSBRIDEV1.adcfs.capita.co.uk start ""TFSServerScheduler"""
CFSBRIFP01,CFSBRIFP01.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,.\Administrator,Auto,"sc \\CFSBRIFP01.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSBRIFP01,CFSBRIFP01.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,.\Administrator,Auto,"sc \\CFSBRIFP01.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSBRIFP01,CFSBRIFP01.adcfs.capita.co.uk,Online,BackupExecJobEngine,.\Administrator,Auto,"sc \\CFSBRIFP01.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSBRIFP01,CFSBRIFP01.adcfs.capita.co.uk,Online,BackupExecRPCService,.\Administrator,Auto,"sc \\CFSBRIFP01.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSBRIHVAPP01,CFSBRIHVAPP01.adcfs.capita.co.uk,Online,MSSQL$SQLEXPRESS_2008,NT AUTHORITY\NETWORK SERVICE,Auto,"sc \\CFSBRIHVAPP01.adcfs.capita.co.uk start ""MSSQL$SQLEXPRESS_2008"""
CFSBRIHVAPP01,CFSBRIHVAPP01.adcfs.capita.co.uk,Online,MSSQLServerADHelper100,NT AUTHORITY\NETWORK SERVICE,Disabled,
CFSBRIHVAPP01,CFSBRIHVAPP01.adcfs.capita.co.uk,Online,ReportServer$SQLEXPRESS_2008,NT AUTHORITY\NETWORK SERVICE,Auto,"sc \\CFSBRIHVAPP01.adcfs.capita.co.uk start ""ReportServer$SQLEXPRESS_2008"""
CFSBRIHVAPP01,CFSBRIHVAPP01.adcfs.capita.co.uk,Online,SQLAgent$SQLEXPRESS_2008,NT AUTHORITY\NETWORK SERVICE,Disabled,
CFSDGLMANSQL01,CFSDGLMANSQL01.adcfs.capita.co.uk,Online,BackupExecAgentAccelerator,SVC_GCS_Backup@adcfs.capita.co.uk,Auto,"sc \\CFSDGLMANSQL01.adcfs.capita.co.uk start ""BackupExecAgentAccelerator"""
CFSDKPBEXAPP01,CFSDKPBEXAPP01.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPBEXAPP01.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSDKPBEXAPP01,CFSDKPBEXAPP01.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPBEXAPP01.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSDKPBEXAPP01,CFSDKPBEXAPP01.adcfs.capita.co.uk,Online,BackupExecJobEngine,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPBEXAPP01.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSDKPBEXAPP01,CFSDKPBEXAPP01.adcfs.capita.co.uk,Online,BackupExecManagementService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPBEXAPP01.adcfs.capita.co.uk start ""BackupExecManagementService"""
CFSDKPBEXAPP01,CFSDKPBEXAPP01.adcfs.capita.co.uk,Online,BackupExecRPCService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPBEXAPP01.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSDKPCTXBECK01,CFSDKPCTXBECK01.adcfs.capita.co.uk,Online,cpsvc,.\Ctx_SmaUser,Auto,"sc \\CFSDKPCTXBECK01.adcfs.capita.co.uk start ""cpsvc"""
CFSDKPDEPLOY,,Destination Host Unreachable,NA,NA,NA,
CFSDKPFS01,CFSDKPFS01.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPFS01.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSDKPFS01,CFSDKPFS01.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPFS01.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSDKPFS01,CFSDKPFS01.adcfs.capita.co.uk,Online,BackupExecJobEngine,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPFS01.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSDKPFS01,CFSDKPFS01.adcfs.capita.co.uk,Online,BackupExecManagementService,ADCFS\svcbackupexec,Manual,
CFSDKPFS01,CFSDKPFS01.adcfs.capita.co.uk,Online,BackupExecRPCService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPFS01.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSDKPITIDC01,CFSDKPITIDC01.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC01.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSDKPITIDC01,CFSDKPITIDC01.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC01.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSDKPITIDC01,CFSDKPITIDC01.adcfs.capita.co.uk,Online,BackupExecJobEngine,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC01.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSDKPITIDC01,CFSDKPITIDC01.adcfs.capita.co.uk,Online,BackupExecManagementService,ADCFS\svcbackupexec,Manual,
CFSDKPITIDC01,CFSDKPITIDC01.adcfs.capita.co.uk,Online,BackupExecRPCService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC01.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSDKPITIDC02,CFSDKPITIDC02.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC02.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSDKPITIDC02,CFSDKPITIDC02.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC02.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSDKPITIDC02,CFSDKPITIDC02.adcfs.capita.co.uk,Online,BackupExecJobEngine,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC02.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSDKPITIDC02,CFSDKPITIDC02.adcfs.capita.co.uk,Online,BackupExecManagementService,ADCFS\svcbackupexec,Manual,
CFSDKPITIDC02,CFSDKPITIDC02.adcfs.capita.co.uk,Online,BackupExecRPCService,ADCFS\svcbackupexec,Auto,"sc \\CFSDKPITIDC02.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSDKPITIPRI02,CFSDKPITIPRI02.adcfs.capita.co.uk,Online,EOPWeb,.\Administrator,Auto,"sc \\CFSDKPITIPRI02.adcfs.capita.co.uk start ""EOPWeb"""
CFSEXEBEXAPP01,CFSEXEBEXAPP01.adcfs.capita.co.uk,Online,BackupExecManagementService,.\Administrator,Manual,
CFSEXEITIDC01,CFSEXEITIDC01.adcfs.capita.co.uk,Online,BackupExecManagementService,.\Administrator,Manual,
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQCASSrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQCASSrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQDCESrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQDCESrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQDMESrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQDMESrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQDRESrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQDRESrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQDWSSrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQDWSSrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQSchSrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQSchSrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,EQSLPSrv,ADCFS\svc_exepcounter,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""EQSLPSrv"""
CFSEXEITIPRI01,CFSEXEITIPRI01.adcfs.capita.co.uk,Online,MSSQL$SQLEXPRESS,NT Service\MSSQL$SQLEXPRESS,Auto,"sc \\CFSEXEITIPRI01.adcfs.capita.co.uk start ""MSSQL$SQLEXPRESS"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,CapaSync,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""CapaSync"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,MsDtsServer110,NT Service\MsDtsServer110,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""MsDtsServer110"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,MSSQLFDLauncher,NT Service\MSSQLFDLauncher,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,MSSQLSERVER,NT Service\MSSQLSERVER,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFDB,adcfs\srv_gcs_rightfax,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFDOCTRANS,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFDOCTRANS"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFDOCTRANSOEM,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFDOCTRANSOEM"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFEMAIL,adcfs\srv_gcs_rightfax,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFIsoConv,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFIsoConv"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFMIME,adcfs\srv_gcs_rightfax,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFPAGE,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFPAGE"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFQUEUE,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFQUEUE"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFRemote,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFRemote"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFRPC,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFRPC"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFSERVER,adcfs\srv_gcs_rightfax,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""RFSERVER"""
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFWORK1,adcfs\srv_gcs_rightfax,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFWORK2,adcfs\srv_gcs_rightfax,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,RFWORK3,adcfs\srv_gcs_rightfax,Manual,
CFSGCSFAXAPP01,CFSGCSFAXAPP01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,NT Service\SQLSERVERAGENT,Auto,"sc \\CFSGCSFAXAPP01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
CFSGCSOFFAPP01,CFSGCSOFFAPP01.adcfs.capita.co.uk,Online,CONNXJDBC,.\Administrator,Auto,"sc \\CFSGCSOFFAPP01.adcfs.capita.co.uk start ""CONNXJDBC"""
CFSGCSOFFAPP01,CFSGCSOFFAPP01.adcfs.capita.co.uk,Online,CONNXREMOTE,.\Administrator,Auto,"sc \\CFSGCSOFFAPP01.adcfs.capita.co.uk start ""CONNXREMOTE"""
CFSGSYGCM01,CFSGSYGCM01.adcfs.capita.co.uk,Online,MSDTC,NT AUTHORITY\NETWORK SERVICE,Auto,"sc \\CFSGSYGCM01.adcfs.capita.co.uk start ""MSDTC"""
CFSGSYGCM01,CFSGSYGCM01.adcfs.capita.co.uk,Online,MSSQLSERVER,adcfs\svcsql,Auto,"sc \\CFSGSYGCM01.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSGSYMANAPP01,CFSGSYMANAPP01.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\svcSQL,Manual,
CFSGSYMANAPP01,CFSGSYMANAPP01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,ADCFS\svcSQL,Manual,
CFSIBXBEXAPP01,CFSIBXBEXAPP01.adcfs.capita.co.uk,Online,BackupExecAgentBrowser,ADCFS\svcbackupexec,Auto,"sc \\CFSIBXBEXAPP01.adcfs.capita.co.uk start ""BackupExecAgentBrowser"""
CFSIBXBEXAPP01,CFSIBXBEXAPP01.adcfs.capita.co.uk,Online,BackupExecDeviceMediaService,ADCFS\svcbackupexec,Auto,"sc \\CFSIBXBEXAPP01.adcfs.capita.co.uk start ""BackupExecDeviceMediaService"""
CFSIBXBEXAPP01,CFSIBXBEXAPP01.adcfs.capita.co.uk,Online,BackupExecJobEngine,ADCFS\svcbackupexec,Auto,"sc \\CFSIBXBEXAPP01.adcfs.capita.co.uk start ""BackupExecJobEngine"""
CFSIBXBEXAPP01,CFSIBXBEXAPP01.adcfs.capita.co.uk,Online,BackupExecManagementService,ADCFS\svcbackupexec,Manual,
CFSIBXBEXAPP01,CFSIBXBEXAPP01.adcfs.capita.co.uk,Online,BackupExecRPCService,ADCFS\svcbackupexec,Auto,"sc \\CFSIBXBEXAPP01.adcfs.capita.co.uk start ""BackupExecRPCService"""
CFSIBXBEXAPP01,CFSIBXBEXAPP01.adcfs.capita.co.uk,Online,MMS,.\acronis agent user,Auto,"sc \\CFSIBXBEXAPP01.adcfs.capita.co.uk start ""MMS"""
CFSIBXGANSQL01,CFSIBXGANSQL01.adcfs.capita.co.uk,Online,msftesql,ADCFS\svcSQL,Auto,"sc \\CFSIBXGANSQL01.adcfs.capita.co.uk start ""msftesql"""
CFSIBXGANSQL01,CFSIBXGANSQL01.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\svcSQL,Auto,"sc \\CFSIBXGANSQL01.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSIBXGANSQL01,CFSIBXGANSQL01.adcfs.capita.co.uk,Online,MSSQLServerOLAPService,ADCFS\svcSQL,Auto,"sc \\CFSIBXGANSQL01.adcfs.capita.co.uk start ""MSSQLServerOLAPService"""
CFSIBXGANSQL01,CFSIBXGANSQL01.adcfs.capita.co.uk,Online,SQLBrowser,ADCFS\svcSQL,Disabled,
CFSIBXGANSQL01,CFSIBXGANSQL01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,ADCFS\svcSQL,Auto,"sc \\CFSIBXGANSQL01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
CFSIBXITIDC01,CFSIBXITIDC01.adcfs.capita.co.uk,Online,msftesql,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC01.adcfs.capita.co.uk start ""msftesql"""
CFSIBXITIDC01,CFSIBXITIDC01.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC01.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSIBXITIDC01,CFSIBXITIDC01.adcfs.capita.co.uk,Online,MSSQLServerOLAPService,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC01.adcfs.capita.co.uk start ""MSSQLServerOLAPService"""
CFSIBXITIDC01,CFSIBXITIDC01.adcfs.capita.co.uk,Online,SQLBrowser,ADCFS\svcSQL,Disabled,
CFSIBXITIDC01,CFSIBXITIDC01.adcfs.capita.co.uk,Online,SQLSERVERAGENT,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC01.adcfs.capita.co.uk start ""SQLSERVERAGENT"""
CFSIBXITIDC02,CFSIBXITIDC02.adcfs.capita.co.uk,Online,msftesql,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC02.adcfs.capita.co.uk start ""msftesql"""
CFSIBXITIDC02,CFSIBXITIDC02.adcfs.capita.co.uk,Online,MSSQLSERVER,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC02.adcfs.capita.co.uk start ""MSSQLSERVER"""
CFSIBXITIDC02,CFSIBXITIDC02.adcfs.capita.co.uk,Online,MSSQLServerOLAPService,ADCFS\svcSQL,Auto,"sc \\CFSIBXITIDC02.adcfs.capita.co.uk start ""MSSQLServerOLAPService"""
